perpA,perpB,det_id,year
perp-A1613,perp-A1628,det-A1617,2000
perp-A1612,perp-A1616,det-A1617,1998
perp-A1612,perp-A1615,det-A1617,1998
perp-A1612,perp-A1614,det-A1617,1998
perp-A1612,perp-A1613,det-A1617,1998
perp-A1612,perp-A1628,det-A1617,1998
perp-A1612,perp-A1616,det-A1617,1999
perp-A1612,perp-A1615,det-A1617,1999
perp-A1612,perp-A1614,det-A1617,1999
perp-A1612,perp-A1613,det-A1617,1999
perp-A1612,perp-A1628,det-A1617,1999
perp-A1612,perp-A1616,det-A1617,2000
perp-A1612,perp-A1615,det-A1617,2000
perp-A1612,perp-A1614,det-A1617,2000
perp-A1612,perp-A1613,det-A1617,2000
perp-A1612,perp-A1628,det-A1617,2000
perp-A1611,perp-A1616,det-A1617,1998
perp-A1611,perp-A1615,det-A1617,1998
perp-A1611,perp-A1614,det-A1617,1998
perp-A1611,perp-A1613,det-A1617,1998
perp-A1611,perp-A1612,det-A1617,1998
perp-A1611,perp-A1628,det-A1617,1998
perp-A1611,perp-A1616,det-A1617,1999
perp-A1611,perp-A1615,det-A1617,1999
perp-A1611,perp-A1614,det-A1617,1999
perp-A1611,perp-A1613,det-A1617,1999
perp-A1611,perp-A1612,det-A1617,1999
perp-A1611,perp-A1628,det-A1617,1999
perp-A1611,perp-A1616,det-A1617,2000
perp-A1611,perp-A1615,det-A1617,2000
perp-A1611,perp-A1614,det-A1617,2000
perp-A1611,perp-A1613,det-A1617,2000
perp-A1611,perp-A1612,det-A1617,2000
perp-A1611,perp-A1628,det-A1617,2000
perp-A1610,perp-A1616,det-A1617,1998
perp-A1610,perp-A1615,det-A1617,1998
perp-A1610,perp-A1614,det-A1617,1998
perp-A1610,perp-A1613,det-A1617,1998
perp-A1610,perp-A1612,det-A1617,1998
perp-A1610,perp-A1628,det-A1617,1998
perp-A1610,perp-A1611,det-A1617,1998
perp-A1610,perp-A1616,det-A1617,1999
perp-A1610,perp-A1615,det-A1617,1999
perp-A1610,perp-A1614,det-A1617,1999
perp-A1610,perp-A1613,det-A1617,1999
perp-A1610,perp-A1612,det-A1617,1999
perp-A1610,perp-A1628,det-A1617,1999
perp-A1610,perp-A1611,det-A1617,1999
perp-A1610,perp-A1616,det-A1617,2000
perp-A1610,perp-A1615,det-A1617,2000
perp-A1610,perp-A1614,det-A1617,2000
perp-A1610,perp-A1613,det-A1617,2000
perp-A1610,perp-A1612,det-A1617,2000
perp-A1610,perp-A1628,det-A1617,2000
perp-A1610,perp-A1611,det-A1617,2000
perp-A1506,perp-A1507,det-A1501,2005
perp-A1979,perp-A1980,det-A1977,2006
perp-A1979,perp-A1980,det-A1977,2007
perp-A1978,perp-A1980,det-A1977,2006
perp-A1978,perp-A1979,det-A1977,2006
perp-A1978,perp-A1980,det-A1977,2007
perp-A1978,perp-A1979,det-A1977,2007
perp-A0189,perp-A0190,det-A0657,2007
perp-A0189,perp-A0190,det-A0657,2008
perp-A0188,perp-A0190,det-A0657,2007
perp-A0188,perp-A0189,det-A0657,2007
perp-A0188,perp-A0190,det-A0657,2008
perp-A0188,perp-A0189,det-A0657,2008
perp-A0150,perp-A0190,det-A0657,2007
perp-A0150,perp-A0189,det-A0657,2007
perp-A0150,perp-A0188,det-A0657,2007
perp-A0150,perp-A0190,det-A0657,2008
perp-A0150,perp-A0189,det-A0657,2008
perp-A0150,perp-A0188,det-A0657,2008
perp-A0085,perp-A0190,det-A0657,2007
perp-A0085,perp-A0189,det-A0657,2007
perp-A0085,perp-A0188,det-A0657,2007
perp-A0085,perp-A0150,det-A0657,2007
perp-A0085,perp-A0190,det-A0657,2008
perp-A0085,perp-A0189,det-A0657,2008
perp-A0085,perp-A0188,det-A0657,2008
perp-A0085,perp-A0150,det-A0657,2008
perp-A0073,perp-A0190,det-A0657,2007
perp-A0073,perp-A0189,det-A0657,2007
perp-A0073,perp-A0188,det-A0657,2007
perp-A0073,perp-A0150,det-A0657,2007
perp-A0073,perp-A0085,det-A0657,2007
perp-A0073,perp-A0190,det-A0657,2008
perp-A0073,perp-A0189,det-A0657,2008
perp-A0073,perp-A0188,det-A0657,2008
perp-A0073,perp-A0150,det-A0657,2008
perp-A0073,perp-A0085,det-A0657,2008
perp-A0190,perp-A0198,det-A0072,2007
perp-A0190,perp-A0198,det-A0072,2008
perp-A0190,perp-A0198,det-A0072,2009
perp-A0189,perp-A0198,det-A0072,2007
perp-A0189,perp-A0190,det-A0072,2007
perp-A0189,perp-A0198,det-A0072,2008
perp-A0189,perp-A0190,det-A0072,2008
perp-A0189,perp-A0198,det-A0072,2009
perp-A0189,perp-A0190,det-A0072,2009
perp-A0188,perp-A0198,det-A0072,2007
perp-A0188,perp-A0190,det-A0072,2007
perp-A0188,perp-A0189,det-A0072,2007
perp-A0188,perp-A0198,det-A0072,2008
perp-A0188,perp-A0190,det-A0072,2008
perp-A0188,perp-A0189,det-A0072,2008
perp-A0188,perp-A0198,det-A0072,2009
perp-A0188,perp-A0190,det-A0072,2009
perp-A0188,perp-A0189,det-A0072,2009
perp-A0150,perp-A0198,det-A0072,2007
perp-A0150,perp-A0190,det-A0072,2007
perp-A0150,perp-A0189,det-A0072,2007
perp-A0150,perp-A0188,det-A0072,2007
perp-A0150,perp-A0198,det-A0072,2008
perp-A0150,perp-A0190,det-A0072,2008
perp-A0150,perp-A0189,det-A0072,2008
perp-A0150,perp-A0188,det-A0072,2008
perp-A0150,perp-A0198,det-A0072,2009
perp-A0150,perp-A0190,det-A0072,2009
perp-A0150,perp-A0189,det-A0072,2009
perp-A0150,perp-A0188,det-A0072,2009
perp-A0085,perp-A0198,det-A0072,2007
perp-A0085,perp-A0190,det-A0072,2007
perp-A0085,perp-A0189,det-A0072,2007
perp-A0085,perp-A0188,det-A0072,2007
perp-A0085,perp-A0150,det-A0072,2007
perp-A0085,perp-A0198,det-A0072,2008
perp-A0085,perp-A0190,det-A0072,2008
perp-A0085,perp-A0189,det-A0072,2008
perp-A0085,perp-A0188,det-A0072,2008
perp-A0085,perp-A0150,det-A0072,2008
perp-A0085,perp-A0198,det-A0072,2009
perp-A0085,perp-A0190,det-A0072,2009
perp-A0085,perp-A0189,det-A0072,2009
perp-A0085,perp-A0188,det-A0072,2009
perp-A0085,perp-A0150,det-A0072,2009
perp-A0073,perp-A0198,det-A0072,2007
perp-A0073,perp-A0190,det-A0072,2007
perp-A0073,perp-A0189,det-A0072,2007
perp-A0073,perp-A0188,det-A0072,2007
perp-A0073,perp-A0150,det-A0072,2007
perp-A0073,perp-A0085,det-A0072,2007
perp-A0073,perp-A0198,det-A0072,2008
perp-A0073,perp-A0190,det-A0072,2008
perp-A0073,perp-A0189,det-A0072,2008
perp-A0073,perp-A0188,det-A0072,2008
perp-A0073,perp-A0150,det-A0072,2008
perp-A0073,perp-A0085,det-A0072,2008
perp-A0073,perp-A0198,det-A0072,2009
perp-A0073,perp-A0190,det-A0072,2009
perp-A0073,perp-A0189,det-A0072,2009
perp-A0073,perp-A0188,det-A0072,2009
perp-A0073,perp-A0150,det-A0072,2009
perp-A0073,perp-A0085,det-A0072,2009
perp-A1591,perp-A1594,det-A1580,2003
perp-A1591,perp-A1594,det-A1580,2004
perp-A1591,perp-A1594,det-A1580,2005
perp-A1591,perp-A1594,det-A1580,2006
perp-A1590,perp-A1594,det-A1580,2003
perp-A1590,perp-A1591,det-A1580,2003
perp-A1590,perp-A1594,det-A1580,2004
perp-A1590,perp-A1591,det-A1580,2004
perp-A1590,perp-A1594,det-A1580,2005
perp-A1590,perp-A1591,det-A1580,2005
perp-A1590,perp-A1594,det-A1580,2006
perp-A1590,perp-A1591,det-A1580,2006
perp-A1589,perp-A1594,det-A1580,2003
perp-A1589,perp-A1591,det-A1580,2003
perp-A1589,perp-A1590,det-A1580,2003
perp-A1589,perp-A1594,det-A1580,2004
perp-A1589,perp-A1591,det-A1580,2004
perp-A1589,perp-A1590,det-A1580,2004
perp-A1589,perp-A1594,det-A1580,2005
perp-A1589,perp-A1591,det-A1580,2005
perp-A1589,perp-A1590,det-A1580,2005
perp-A1589,perp-A1594,det-A1580,2006
perp-A1589,perp-A1591,det-A1580,2006
perp-A1589,perp-A1590,det-A1580,2006
perp-A1588,perp-A1594,det-A1580,2003
perp-A1588,perp-A1591,det-A1580,2003
perp-A1588,perp-A1590,det-A1580,2003
perp-A1588,perp-A1589,det-A1580,2003
perp-A1588,perp-A1594,det-A1580,2004
perp-A1588,perp-A1591,det-A1580,2004
perp-A1588,perp-A1590,det-A1580,2004
perp-A1588,perp-A1589,det-A1580,2004
perp-A1588,perp-A1594,det-A1580,2005
perp-A1588,perp-A1591,det-A1580,2005
perp-A1588,perp-A1590,det-A1580,2005
perp-A1588,perp-A1589,det-A1580,2005
perp-A1588,perp-A1594,det-A1580,2006
perp-A1588,perp-A1591,det-A1580,2006
perp-A1588,perp-A1590,det-A1580,2006
perp-A1588,perp-A1589,det-A1580,2006
perp-A1587,perp-A1594,det-A1580,2003
perp-A1587,perp-A1591,det-A1580,2003
perp-A1587,perp-A1590,det-A1580,2003
perp-A1587,perp-A1589,det-A1580,2003
perp-A1587,perp-A1588,det-A1580,2003
perp-A1587,perp-A1594,det-A1580,2004
perp-A1587,perp-A1591,det-A1580,2004
perp-A1587,perp-A1590,det-A1580,2004
perp-A1587,perp-A1589,det-A1580,2004
perp-A1587,perp-A1588,det-A1580,2004
perp-A1587,perp-A1594,det-A1580,2005
perp-A1587,perp-A1591,det-A1580,2005
perp-A1587,perp-A1590,det-A1580,2005
perp-A1587,perp-A1589,det-A1580,2005
perp-A1587,perp-A1588,det-A1580,2005
perp-A1587,perp-A1594,det-A1580,2006
perp-A1587,perp-A1591,det-A1580,2006
perp-A1587,perp-A1590,det-A1580,2006
perp-A1587,perp-A1589,det-A1580,2006
perp-A1587,perp-A1588,det-A1580,2006
perp-A1529,perp-A1530,det-A0659,2004
perp-A1529,perp-A1530,det-A0659,2005
perp-A1521,perp-A1522,det-A1519,2008
perp-A1521,perp-A1522,det-A1519,2009
perp-A1521,perp-A1522,det-A1518,2009
perp-A1521,perp-A1522,det-A1518,2010
perp-A1521,perp-A1522,det-A1518,2011
perp-A1526,perp-A1532,det-A1517,2008
perp-A1524,perp-A1532,det-A1517,2008
perp-A1524,perp-A1526,det-A1517,2008
perp-A1524,perp-A1525,det-A1517,2008
perp-A1525,perp-A1532,det-A1517,2008
perp-A1525,perp-A1526,det-A1517,2008
perp-A1523,perp-A1532,det-A1517,2008
perp-A1523,perp-A1526,det-A1517,2008
perp-A1523,perp-A1524,det-A1517,2008
perp-A1523,perp-A1525,det-A1517,2008
perp-A1521,perp-A1522,det-A1516,2008
perp-A1521,perp-A1522,det-A1516,2009
perp-A1526,perp-A1532,det-A1515,2008
perp-A1524,perp-A1532,det-A1515,2008
perp-A1524,perp-A1526,det-A1515,2008
perp-A1524,perp-A1525,det-A1515,2008
perp-A1525,perp-A1532,det-A1515,2008
perp-A1525,perp-A1526,det-A1515,2008
perp-A1523,perp-A1532,det-A1515,2008
perp-A1523,perp-A1526,det-A1515,2008
perp-A1523,perp-A1524,det-A1515,2008
perp-A1523,perp-A1525,det-A1515,2008
perp-A1526,perp-A1532,det-A1514,2008
perp-A1524,perp-A1532,det-A1514,2008
perp-A1524,perp-A1526,det-A1514,2008
perp-A1524,perp-A1525,det-A1514,2008
perp-A1525,perp-A1532,det-A1514,2008
perp-A1525,perp-A1526,det-A1514,2008
perp-A1523,perp-A1532,det-A1514,2008
perp-A1523,perp-A1526,det-A1514,2008
perp-A1523,perp-A1524,det-A1514,2008
perp-A1523,perp-A1525,det-A1514,2008
perp-A1522,perp-A1532,det-A1514,2008
perp-A1522,perp-A1526,det-A1514,2008
perp-A1522,perp-A1524,det-A1514,2008
perp-A1522,perp-A1525,det-A1514,2008
perp-A1522,perp-A1523,det-A1514,2008
perp-A1521,perp-A1532,det-A1514,2008
perp-A1521,perp-A1526,det-A1514,2008
perp-A1521,perp-A1524,det-A1514,2008
perp-A1521,perp-A1525,det-A1514,2008
perp-A1521,perp-A1523,det-A1514,2008
perp-A1521,perp-A1522,det-A1514,2008
perp-A1520,perp-A1532,det-A1514,2008
perp-A1520,perp-A1526,det-A1514,2008
perp-A1520,perp-A1524,det-A1514,2008
perp-A1520,perp-A1525,det-A1514,2008
perp-A1520,perp-A1523,det-A1514,2008
perp-A1520,perp-A1522,det-A1514,2008
perp-A1520,perp-A1521,det-A1514,2008
perp-A0517,perp-A1571,det-A1570,2002
perp-A0517,perp-A1571,det-A1570,2003
perp-A1860,perp-A1861,det-A1858,2003
perp-A1860,perp-A1861,det-A1858,2004
perp-A1860,perp-A1861,det-A1858,2005
perp-A0853,perp-A0857,det-A1471,2017
perp-A0853,perp-A0856,det-A1471,2017
perp-A0853,perp-A0855,det-A1471,2017
perp-A0853,perp-A0854,det-A1471,2017
perp-A0856,perp-A0857,det-A1471,2017
perp-A0855,perp-A0857,det-A1471,2017
perp-A0855,perp-A0856,det-A1471,2017
perp-A0854,perp-A0857,det-A1471,2017
perp-A0854,perp-A0856,det-A1471,2017
perp-A0854,perp-A0855,det-A1471,2017
perp-A0853,perp-A0857,det-A1470,2017
perp-A0853,perp-A0856,det-A1470,2017
perp-A0853,perp-A0855,det-A1470,2017
perp-A0853,perp-A0854,det-A1470,2017
perp-A0856,perp-A0857,det-A1470,2017
perp-A0855,perp-A0857,det-A1470,2017
perp-A0855,perp-A0856,det-A1470,2017
perp-A0854,perp-A0857,det-A1470,2017
perp-A0854,perp-A0856,det-A1470,2017
perp-A0854,perp-A0855,det-A1470,2017
perp-A0853,perp-A0857,det-A1469,2017
perp-A0853,perp-A0856,det-A1469,2017
perp-A0853,perp-A0855,det-A1469,2017
perp-A0853,perp-A0854,det-A1469,2017
perp-A0856,perp-A0857,det-A1469,2017
perp-A0855,perp-A0857,det-A1469,2017
perp-A0855,perp-A0856,det-A1469,2017
perp-A0854,perp-A0857,det-A1469,2017
perp-A0854,perp-A0856,det-A1469,2017
perp-A0854,perp-A0855,det-A1469,2017
perp-A0853,perp-A0857,det-A1468,2017
perp-A0853,perp-A0856,det-A1468,2017
perp-A0853,perp-A0855,det-A1468,2017
perp-A0853,perp-A0854,det-A1468,2017
perp-A0856,perp-A0857,det-A1468,2017
perp-A0855,perp-A0857,det-A1468,2017
perp-A0855,perp-A0856,det-A1468,2017
perp-A0854,perp-A0857,det-A1468,2017
perp-A0854,perp-A0856,det-A1468,2017
perp-A0854,perp-A0855,det-A1468,2017
perp-A0853,perp-A0857,det-A1467,2017
perp-A0853,perp-A0856,det-A1467,2017
perp-A0853,perp-A0855,det-A1467,2017
perp-A0853,perp-A0854,det-A1467,2017
perp-A0856,perp-A0857,det-A1467,2017
perp-A0855,perp-A0857,det-A1467,2017
perp-A0855,perp-A0856,det-A1467,2017
perp-A0854,perp-A0857,det-A1467,2017
perp-A0854,perp-A0856,det-A1467,2017
perp-A0854,perp-A0855,det-A1467,2017
perp-A0853,perp-A0857,det-A1466,2017
perp-A0853,perp-A0856,det-A1466,2017
perp-A0853,perp-A0855,det-A1466,2017
perp-A0853,perp-A0854,det-A1466,2017
perp-A0856,perp-A0857,det-A1466,2017
perp-A0855,perp-A0857,det-A1466,2017
perp-A0855,perp-A0856,det-A1466,2017
perp-A0854,perp-A0857,det-A1466,2017
perp-A0854,perp-A0856,det-A1466,2017
perp-A0854,perp-A0855,det-A1466,2017
perp-A0853,perp-A0857,det-A1465,2017
perp-A0853,perp-A0855,det-A1465,2017
perp-A0853,perp-A0854,det-A1465,2017
perp-A0855,perp-A0857,det-A1465,2017
perp-A0854,perp-A0857,det-A1465,2017
perp-A0854,perp-A0855,det-A1465,2017
perp-A0868,perp-A0869,det-A1451,2000
perp-A0867,perp-A0869,det-A1451,2000
perp-A0867,perp-A0868,det-A1451,2000
perp-A0868,perp-A0869,det-A1450,2000
perp-A0867,perp-A0869,det-A1450,2000
perp-A0867,perp-A0868,det-A1450,2000
perp-A0845,perp-A0847,det-A1390,2004
perp-A0845,perp-A0847,det-A1390,2005
perp-A0845,perp-A0847,det-A0842,2004
perp-A0845,perp-A0847,det-A0842,2005
perp-A0399,perp-A1457,det-A1455,2003
perp-A0399,perp-A1457,det-A1455,2004
perp-A0399,perp-A1457,det-A1455,2005
perp-A0389,perp-A1457,det-A1455,2003
perp-A0389,perp-A0399,det-A1455,2003
perp-A0389,perp-A1457,det-A1455,2004
perp-A0389,perp-A0399,det-A1455,2004
perp-A0389,perp-A1457,det-A1455,2005
perp-A0389,perp-A0399,det-A1455,2005
perp-A0388,perp-A1457,det-A1455,2003
perp-A0388,perp-A0399,det-A1455,2003
perp-A0388,perp-A0389,det-A1455,2003
perp-A0388,perp-A1457,det-A1455,2004
perp-A0388,perp-A0399,det-A1455,2004
perp-A0388,perp-A0389,det-A1455,2004
perp-A0388,perp-A1457,det-A1455,2005
perp-A0388,perp-A0399,det-A1455,2005
perp-A0388,perp-A0389,det-A1455,2005
perp-A0387,perp-A1457,det-A1455,2003
perp-A0387,perp-A0399,det-A1455,2003
perp-A0387,perp-A0389,det-A1455,2003
perp-A0387,perp-A0388,det-A1455,2003
perp-A0387,perp-A1457,det-A1455,2004
perp-A0387,perp-A0399,det-A1455,2004
perp-A0387,perp-A0389,det-A1455,2004
perp-A0387,perp-A0388,det-A1455,2004
perp-A0387,perp-A1457,det-A1455,2005
perp-A0387,perp-A0399,det-A1455,2005
perp-A0387,perp-A0389,det-A1455,2005
perp-A0387,perp-A0388,det-A1455,2005
perp-A0936,perp-A1447,det-A1446,1999
perp-A0936,perp-A1447,det-A1446,2000
perp-A0935,perp-A1447,det-A1446,1999
perp-A0935,perp-A0936,det-A1446,1999
perp-A0935,perp-A1447,det-A1446,2000
perp-A0935,perp-A0936,det-A1446,2000
perp-A0936,perp-A1447,det-A1445,1999
perp-A0936,perp-A1447,det-A1445,2000
perp-A0935,perp-A1447,det-A1445,1999
perp-A0935,perp-A0936,det-A1445,1999
perp-A0935,perp-A1447,det-A1445,2000
perp-A0935,perp-A0936,det-A1445,2000
perp-A0936,perp-A1447,det-A1444,1999
perp-A0936,perp-A1447,det-A1444,2000
perp-A0935,perp-A1447,det-A1444,1999
perp-A0935,perp-A0936,det-A1444,1999
perp-A0935,perp-A1447,det-A1444,2000
perp-A0935,perp-A0936,det-A1444,2000
perp-A0936,perp-A1447,det-A1443,1999
perp-A0936,perp-A1447,det-A1443,2000
perp-A0935,perp-A1447,det-A1443,1999
perp-A0935,perp-A0936,det-A1443,1999
perp-A0935,perp-A1447,det-A1443,2000
perp-A0935,perp-A0936,det-A1443,2000
perp-A0815,perp-A0816,det-A0727,2006
perp-A0815,perp-A0816,det-A0727,2007
perp-A0625,perp-A0626,det-A1397,2001
perp-A0625,perp-A0626,det-A1397,2002
perp-A0110,perp-A0111,det-A0124,2014
perp-A0110,perp-A0111,det-A0124,2015
perp-A0109,perp-A0111,det-A0124,2014
perp-A0109,perp-A0110,det-A0124,2014
perp-A0109,perp-A0111,det-A0124,2015
perp-A0109,perp-A0110,det-A0124,2015
perp-A0108,perp-A0111,det-A0124,2014
perp-A0108,perp-A0110,det-A0124,2014
perp-A0108,perp-A0109,det-A0124,2014
perp-A0108,perp-A0111,det-A0124,2015
perp-A0108,perp-A0110,det-A0124,2015
perp-A0108,perp-A0109,det-A0124,2015
perp-A0914,perp-A0915,det-A0909,2008
perp-A0914,perp-A0915,det-A0909,2009
perp-A0914,perp-A0915,det-A0909,2010
perp-A0913,perp-A0915,det-A0909,2008
perp-A0913,perp-A0914,det-A0909,2008
perp-A0913,perp-A0915,det-A0909,2009
perp-A0913,perp-A0914,det-A0909,2009
perp-A0913,perp-A0915,det-A0909,2010
perp-A0913,perp-A0914,det-A0909,2010
perp-A1356,perp-A1357,det-A1360,2013
perp-A1355,perp-A1357,det-A1360,2013
perp-A1355,perp-A1356,det-A1360,2013
perp-A1356,perp-A1357,det-A1354,2013
perp-A1355,perp-A1357,det-A1354,2013
perp-A1355,perp-A1356,det-A1354,2013
perp-A1357,perp-A1358,det-A1353,1997
perp-A1356,perp-A1358,det-A1353,1997
perp-A1356,perp-A1357,det-A1353,1997
perp-A1355,perp-A1358,det-A1353,1997
perp-A1355,perp-A1357,det-A1353,1997
perp-A1355,perp-A1356,det-A1353,1997
perp-A1258,perp-A1259,det-A1254,2012
perp-A1257,perp-A1259,det-A1254,2012
perp-A1257,perp-A1258,det-A1254,2012
perp-A1256,perp-A1259,det-A1254,2012
perp-A1256,perp-A1258,det-A1254,2012
perp-A1256,perp-A1257,det-A1254,2012
perp-A1312,perp-A1313,det-A1304,2000
perp-A1312,perp-A1313,det-A1304,2001
perp-A1441,perp-A1442,det-A0938,2000
perp-A1441,perp-A1442,det-A0938,2001
perp-A1441,perp-A1442,det-A0938,2002
perp-A1441,perp-A1442,det-A0938,2003
perp-A1441,perp-A1442,det-A0938,2004
perp-A1441,perp-A1442,det-A0938,2005
perp-A1441,perp-A1442,det-A0938,2006
perp-A1441,perp-A1442,det-A0938,2007
perp-A1440,perp-A1442,det-A0938,2000
perp-A1440,perp-A1441,det-A0938,2000
perp-A1440,perp-A1442,det-A0938,2001
perp-A1440,perp-A1441,det-A0938,2001
perp-A1440,perp-A1442,det-A0938,2002
perp-A1440,perp-A1441,det-A0938,2002
perp-A1440,perp-A1442,det-A0938,2003
perp-A1440,perp-A1441,det-A0938,2003
perp-A1440,perp-A1442,det-A0938,2004
perp-A1440,perp-A1441,det-A0938,2004
perp-A1440,perp-A1442,det-A0938,2005
perp-A1440,perp-A1441,det-A0938,2005
perp-A1440,perp-A1442,det-A0938,2006
perp-A1440,perp-A1441,det-A0938,2006
perp-A1440,perp-A1442,det-A0938,2007
perp-A1440,perp-A1441,det-A0938,2007
perp-A1439,perp-A1442,det-A0938,2000
perp-A1439,perp-A1441,det-A0938,2000
perp-A1439,perp-A1440,det-A0938,2000
perp-A1439,perp-A1442,det-A0938,2001
perp-A1439,perp-A1441,det-A0938,2001
perp-A1439,perp-A1440,det-A0938,2001
perp-A1439,perp-A1442,det-A0938,2002
perp-A1439,perp-A1441,det-A0938,2002
perp-A1439,perp-A1440,det-A0938,2002
perp-A1439,perp-A1442,det-A0938,2003
perp-A1439,perp-A1441,det-A0938,2003
perp-A1439,perp-A1440,det-A0938,2003
perp-A1439,perp-A1442,det-A0938,2004
perp-A1439,perp-A1441,det-A0938,2004
perp-A1439,perp-A1440,det-A0938,2004
perp-A1439,perp-A1442,det-A0938,2005
perp-A1439,perp-A1441,det-A0938,2005
perp-A1439,perp-A1440,det-A0938,2005
perp-A1439,perp-A1442,det-A0938,2006
perp-A1439,perp-A1441,det-A0938,2006
perp-A1439,perp-A1440,det-A0938,2006
perp-A1439,perp-A1442,det-A0938,2007
perp-A1439,perp-A1441,det-A0938,2007
perp-A1439,perp-A1440,det-A0938,2007
perp-A1438,perp-A1442,det-A0938,2000
perp-A1438,perp-A1441,det-A0938,2000
perp-A1438,perp-A1440,det-A0938,2000
perp-A1438,perp-A1439,det-A0938,2000
perp-A1438,perp-A1442,det-A0938,2001
perp-A1438,perp-A1441,det-A0938,2001
perp-A1438,perp-A1440,det-A0938,2001
perp-A1438,perp-A1439,det-A0938,2001
perp-A1438,perp-A1442,det-A0938,2002
perp-A1438,perp-A1441,det-A0938,2002
perp-A1438,perp-A1440,det-A0938,2002
perp-A1438,perp-A1439,det-A0938,2002
perp-A1438,perp-A1442,det-A0938,2003
perp-A1438,perp-A1441,det-A0938,2003
perp-A1438,perp-A1440,det-A0938,2003
perp-A1438,perp-A1439,det-A0938,2003
perp-A1438,perp-A1442,det-A0938,2004
perp-A1438,perp-A1441,det-A0938,2004
perp-A1438,perp-A1440,det-A0938,2004
perp-A1438,perp-A1439,det-A0938,2004
perp-A1438,perp-A1442,det-A0938,2005
perp-A1438,perp-A1441,det-A0938,2005
perp-A1438,perp-A1440,det-A0938,2005
perp-A1438,perp-A1439,det-A0938,2005
perp-A1438,perp-A1442,det-A0938,2006
perp-A1438,perp-A1441,det-A0938,2006
perp-A1438,perp-A1440,det-A0938,2006
perp-A1438,perp-A1439,det-A0938,2006
perp-A1438,perp-A1442,det-A0938,2007
perp-A1438,perp-A1441,det-A0938,2007
perp-A1438,perp-A1440,det-A0938,2007
perp-A1438,perp-A1439,det-A0938,2007
perp-A1437,perp-A1442,det-A0938,2000
perp-A1437,perp-A1441,det-A0938,2000
perp-A1437,perp-A1440,det-A0938,2000
perp-A1437,perp-A1439,det-A0938,2000
perp-A1437,perp-A1438,det-A0938,2000
perp-A1437,perp-A1442,det-A0938,2001
perp-A1437,perp-A1441,det-A0938,2001
perp-A1437,perp-A1440,det-A0938,2001
perp-A1437,perp-A1439,det-A0938,2001
perp-A1437,perp-A1438,det-A0938,2001
perp-A1437,perp-A1442,det-A0938,2002
perp-A1437,perp-A1441,det-A0938,2002
perp-A1437,perp-A1440,det-A0938,2002
perp-A1437,perp-A1439,det-A0938,2002
perp-A1437,perp-A1438,det-A0938,2002
perp-A1437,perp-A1442,det-A0938,2003
perp-A1437,perp-A1441,det-A0938,2003
perp-A1437,perp-A1440,det-A0938,2003
perp-A1437,perp-A1439,det-A0938,2003
perp-A1437,perp-A1438,det-A0938,2003
perp-A1437,perp-A1442,det-A0938,2004
perp-A1437,perp-A1441,det-A0938,2004
perp-A1437,perp-A1440,det-A0938,2004
perp-A1437,perp-A1439,det-A0938,2004
perp-A1437,perp-A1438,det-A0938,2004
perp-A1437,perp-A1442,det-A0938,2005
perp-A1437,perp-A1441,det-A0938,2005
perp-A1437,perp-A1440,det-A0938,2005
perp-A1437,perp-A1439,det-A0938,2005
perp-A1437,perp-A1438,det-A0938,2005
perp-A1437,perp-A1442,det-A0938,2006
perp-A1437,perp-A1441,det-A0938,2006
perp-A1437,perp-A1440,det-A0938,2006
perp-A1437,perp-A1439,det-A0938,2006
perp-A1437,perp-A1438,det-A0938,2006
perp-A1437,perp-A1442,det-A0938,2007
perp-A1437,perp-A1441,det-A0938,2007
perp-A1437,perp-A1440,det-A0938,2007
perp-A1437,perp-A1439,det-A0938,2007
perp-A1437,perp-A1438,det-A0938,2007
perp-A1436,perp-A1442,det-A0938,2000
perp-A1436,perp-A1441,det-A0938,2000
perp-A1436,perp-A1440,det-A0938,2000
perp-A1436,perp-A1439,det-A0938,2000
perp-A1436,perp-A1438,det-A0938,2000
perp-A1436,perp-A1437,det-A0938,2000
perp-A1436,perp-A1442,det-A0938,2001
perp-A1436,perp-A1441,det-A0938,2001
perp-A1436,perp-A1440,det-A0938,2001
perp-A1436,perp-A1439,det-A0938,2001
perp-A1436,perp-A1438,det-A0938,2001
perp-A1436,perp-A1437,det-A0938,2001
perp-A1436,perp-A1442,det-A0938,2002
perp-A1436,perp-A1441,det-A0938,2002
perp-A1436,perp-A1440,det-A0938,2002
perp-A1436,perp-A1439,det-A0938,2002
perp-A1436,perp-A1438,det-A0938,2002
perp-A1436,perp-A1437,det-A0938,2002
perp-A1436,perp-A1442,det-A0938,2003
perp-A1436,perp-A1441,det-A0938,2003
perp-A1436,perp-A1440,det-A0938,2003
perp-A1436,perp-A1439,det-A0938,2003
perp-A1436,perp-A1438,det-A0938,2003
perp-A1436,perp-A1437,det-A0938,2003
perp-A1436,perp-A1442,det-A0938,2004
perp-A1436,perp-A1441,det-A0938,2004
perp-A1436,perp-A1440,det-A0938,2004
perp-A1436,perp-A1439,det-A0938,2004
perp-A1436,perp-A1438,det-A0938,2004
perp-A1436,perp-A1437,det-A0938,2004
perp-A1436,perp-A1442,det-A0938,2005
perp-A1436,perp-A1441,det-A0938,2005
perp-A1436,perp-A1440,det-A0938,2005
perp-A1436,perp-A1439,det-A0938,2005
perp-A1436,perp-A1438,det-A0938,2005
perp-A1436,perp-A1437,det-A0938,2005
