perpA,perpB,det_id,year
perp-A0386,perp-A1457,det-A0377,2004
perp-A0385,perp-A1457,det-A0377,2003
perp-A0385,perp-A0386,det-A0377,2003
perp-A0385,perp-A1457,det-A0377,2004
perp-A0385,perp-A0386,det-A0377,2004
perp-A0382,perp-A1457,det-A0377,2003
perp-A0382,perp-A0386,det-A0377,2003
perp-A0382,perp-A0385,det-A0377,2003
perp-A0382,perp-A1457,det-A0377,2004
perp-A0382,perp-A0386,det-A0377,2004
perp-A0382,perp-A0385,det-A0377,2004
perp-A0381,perp-A1457,det-A0377,2003
perp-A0381,perp-A0386,det-A0377,2003
perp-A0381,perp-A0385,det-A0377,2003
perp-A0381,perp-A0382,det-A0377,2003
perp-A0381,perp-A1457,det-A0377,2004
perp-A0381,perp-A0386,det-A0377,2004
perp-A0381,perp-A0385,det-A0377,2004
perp-A0381,perp-A0382,det-A0377,2004
perp-A0399,perp-A1457,det-A0375,2003
perp-A0399,perp-A1457,det-A0375,2004
perp-A0399,perp-A1457,det-A0375,2005
perp-A0389,perp-A1457,det-A0375,2003
perp-A0389,perp-A0399,det-A0375,2003
perp-A0389,perp-A1457,det-A0375,2004
perp-A0389,perp-A0399,det-A0375,2004
perp-A0389,perp-A1457,det-A0375,2005
perp-A0389,perp-A0399,det-A0375,2005
perp-A0388,perp-A1457,det-A0375,2003
perp-A0388,perp-A0399,det-A0375,2003
perp-A0388,perp-A0389,det-A0375,2003
perp-A0388,perp-A1457,det-A0375,2004
perp-A0388,perp-A0399,det-A0375,2004
perp-A0388,perp-A0389,det-A0375,2004
perp-A0388,perp-A1457,det-A0375,2005
perp-A0388,perp-A0399,det-A0375,2005
perp-A0388,perp-A0389,det-A0375,2005
perp-A0387,perp-A1457,det-A0375,2003
perp-A0387,perp-A0399,det-A0375,2003
perp-A0387,perp-A0389,det-A0375,2003
perp-A0387,perp-A0388,det-A0375,2003
perp-A0387,perp-A1457,det-A0375,2004
perp-A0387,perp-A0399,det-A0375,2004
perp-A0387,perp-A0389,det-A0375,2004
perp-A0387,perp-A0388,det-A0375,2004
perp-A0387,perp-A1457,det-A0375,2005
perp-A0387,perp-A0399,det-A0375,2005
perp-A0387,perp-A0389,det-A0375,2005
perp-A0387,perp-A0388,det-A0375,2005
perp-A0811,perp-A0812,det-A0805,2007
perp-A0811,perp-A0812,det-A0805,2008
perp-A0811,perp-A0812,det-A0805,2009
perp-A0810,perp-A0812,det-A0805,2007
perp-A0810,perp-A0811,det-A0805,2007
perp-A0810,perp-A0812,det-A0805,2008
perp-A0810,perp-A0811,det-A0805,2008
perp-A0810,perp-A0812,det-A0805,2009
perp-A0810,perp-A0811,det-A0805,2009
perp-A0809,perp-A0812,det-A0805,2007
perp-A0809,perp-A0811,det-A0805,2007
perp-A0809,perp-A0810,det-A0805,2007
perp-A0809,perp-A0812,det-A0805,2008
perp-A0809,perp-A0811,det-A0805,2008
perp-A0809,perp-A0810,det-A0805,2008
perp-A0809,perp-A0812,det-A0805,2009
perp-A0809,perp-A0811,det-A0805,2009
perp-A0809,perp-A0810,det-A0805,2009
perp-A0808,perp-A0812,det-A0805,2007
perp-A0808,perp-A0811,det-A0805,2007
perp-A0808,perp-A0810,det-A0805,2007
perp-A0808,perp-A0809,det-A0805,2007
perp-A0808,perp-A0812,det-A0805,2008
perp-A0808,perp-A0811,det-A0805,2008
perp-A0808,perp-A0810,det-A0805,2008
perp-A0808,perp-A0809,det-A0805,2008
perp-A0808,perp-A0812,det-A0805,2009
perp-A0808,perp-A0811,det-A0805,2009
perp-A0808,perp-A0810,det-A0805,2009
perp-A0808,perp-A0809,det-A0805,2009
perp-A0732,perp-A0733,det-A0718,2004
perp-A0731,perp-A0733,det-A0718,2004
perp-A0731,perp-A0732,det-A0718,2004
perp-A0729,perp-A0733,det-A0718,2004
perp-A0729,perp-A0732,det-A0718,2004
perp-A0729,perp-A0731,det-A0718,2004
perp-A0728,perp-A0733,det-A0718,2004
perp-A0728,perp-A0732,det-A0718,2004
perp-A0728,perp-A0731,det-A0718,2004
perp-A0728,perp-A0729,det-A0718,2004
perp-A0716,perp-A0717,det-A0696,2012
perp-A0715,perp-A0717,det-A0696,2012
perp-A0715,perp-A0716,det-A0696,2012
perp-A0714,perp-A0717,det-A0696,2012
perp-A0714,perp-A0716,det-A0696,2012
perp-A0714,perp-A0715,det-A0696,2012
perp-A0713,perp-A0717,det-A0696,2012
perp-A0713,perp-A0716,det-A0696,2012
perp-A0713,perp-A0715,det-A0696,2012
perp-A0713,perp-A0714,det-A0696,2012
perp-A0712,perp-A0717,det-A0696,2012
perp-A0712,perp-A0716,det-A0696,2012
perp-A0712,perp-A0715,det-A0696,2012
perp-A0712,perp-A0714,det-A0696,2012
perp-A0712,perp-A0713,det-A0696,2012
perp-A0711,perp-A0717,det-A0696,2012
perp-A0711,perp-A0716,det-A0696,2012
perp-A0711,perp-A0715,det-A0696,2012
perp-A0711,perp-A0714,det-A0696,2012
perp-A0711,perp-A0713,det-A0696,2012
perp-A0711,perp-A0712,det-A0696,2012
perp-A0710,perp-A0717,det-A0696,2012
perp-A0710,perp-A0716,det-A0696,2012
perp-A0710,perp-A0715,det-A0696,2012
perp-A0710,perp-A0714,det-A0696,2012
perp-A0710,perp-A0713,det-A0696,2012
perp-A0710,perp-A0712,det-A0696,2012
perp-A0710,perp-A0711,det-A0696,2012
perp-A0709,perp-A0717,det-A0696,2012
perp-A0709,perp-A0716,det-A0696,2012
perp-A0709,perp-A0715,det-A0696,2012
perp-A0709,perp-A0714,det-A0696,2012
perp-A0709,perp-A0713,det-A0696,2012
perp-A0709,perp-A0712,det-A0696,2012
perp-A0709,perp-A0711,det-A0696,2012
perp-A0709,perp-A0710,det-A0696,2012
perp-A0708,perp-A0717,det-A0696,2012
perp-A0708,perp-A0716,det-A0696,2012
perp-A0708,perp-A0715,det-A0696,2012
perp-A0708,perp-A0714,det-A0696,2012
perp-A0708,perp-A0713,det-A0696,2012
perp-A0708,perp-A0712,det-A0696,2012
perp-A0708,perp-A0711,det-A0696,2012
perp-A0708,perp-A0710,det-A0696,2012
perp-A0708,perp-A0709,det-A0696,2012
perp-A0707,perp-A0717,det-A0696,2012
perp-A0707,perp-A0716,det-A0696,2012
perp-A0707,perp-A0715,det-A0696,2012
perp-A0707,perp-A0714,det-A0696,2012
perp-A0707,perp-A0713,det-A0696,2012
perp-A0707,perp-A0712,det-A0696,2012
perp-A0707,perp-A0711,det-A0696,2012
perp-A0707,perp-A0710,det-A0696,2012
perp-A0707,perp-A0709,det-A0696,2012
perp-A0707,perp-A0708,det-A0696,2012
perp-A0706,perp-A0717,det-A0696,2012
perp-A0706,perp-A0716,det-A0696,2012
perp-A0706,perp-A0715,det-A0696,2012
perp-A0706,perp-A0714,det-A0696,2012
perp-A0706,perp-A0713,det-A0696,2012
perp-A0706,perp-A0712,det-A0696,2012
perp-A0706,perp-A0711,det-A0696,2012
perp-A0706,perp-A0710,det-A0696,2012
perp-A0706,perp-A0709,det-A0696,2012
perp-A0706,perp-A0708,det-A0696,2012
perp-A0706,perp-A0707,det-A0696,2012
perp-A0705,perp-A0717,det-A0696,2012
perp-A0705,perp-A0716,det-A0696,2012
perp-A0705,perp-A0715,det-A0696,2012
perp-A0705,perp-A0714,det-A0696,2012
perp-A0705,perp-A0713,det-A0696,2012
perp-A0705,perp-A0712,det-A0696,2012
perp-A0705,perp-A0711,det-A0696,2012
perp-A0705,perp-A0710,det-A0696,2012
perp-A0705,perp-A0709,det-A0696,2012
perp-A0705,perp-A0708,det-A0696,2012
perp-A0705,perp-A0707,det-A0696,2012
perp-A0705,perp-A0706,det-A0696,2012
perp-A0774,perp-A0775,det-A0764,2004
perp-A0774,perp-A0775,det-A0764,2005
perp-A0774,perp-A0775,det-A0764,2006
perp-A0774,perp-A0775,det-A0764,2007
perp-A0774,perp-A0775,det-A0764,2008
perp-A0774,perp-A0775,det-A0764,2009
perp-A0774,perp-A0775,det-A0764,2010
perp-A0771,perp-A0775,det-A0764,2004
perp-A0771,perp-A0774,det-A0764,2004
perp-A0771,perp-A0775,det-A0764,2005
perp-A0771,perp-A0774,det-A0764,2005
perp-A0771,perp-A0775,det-A0764,2006
perp-A0771,perp-A0774,det-A0764,2006
perp-A0771,perp-A0775,det-A0764,2007
perp-A0771,perp-A0774,det-A0764,2007
perp-A0771,perp-A0775,det-A0764,2008
perp-A0771,perp-A0774,det-A0764,2008
perp-A0771,perp-A0775,det-A0764,2009
perp-A0771,perp-A0774,det-A0764,2009
perp-A0771,perp-A0775,det-A0764,2010
perp-A0771,perp-A0774,det-A0764,2010
perp-A0770,perp-A0775,det-A0764,2004
perp-A0770,perp-A0774,det-A0764,2004
perp-A0770,perp-A0771,det-A0764,2004
perp-A0770,perp-A0775,det-A0764,2005
perp-A0770,perp-A0774,det-A0764,2005
perp-A0770,perp-A0771,det-A0764,2005
perp-A0770,perp-A0775,det-A0764,2006
perp-A0770,perp-A0774,det-A0764,2006
perp-A0770,perp-A0771,det-A0764,2006
perp-A0770,perp-A0775,det-A0764,2007
perp-A0770,perp-A0774,det-A0764,2007
perp-A0770,perp-A0771,det-A0764,2007
perp-A0770,perp-A0775,det-A0764,2008
perp-A0770,perp-A0774,det-A0764,2008
perp-A0770,perp-A0771,det-A0764,2008
perp-A0770,perp-A0775,det-A0764,2009
perp-A0770,perp-A0774,det-A0764,2009
perp-A0770,perp-A0771,det-A0764,2009
perp-A0770,perp-A0775,det-A0764,2010
perp-A0770,perp-A0774,det-A0764,2010
perp-A0770,perp-A0771,det-A0764,2010
perp-A0769,perp-A0775,det-A0764,2004
perp-A0769,perp-A0774,det-A0764,2004
perp-A0769,perp-A0771,det-A0764,2004
perp-A0769,perp-A0770,det-A0764,2004
perp-A0769,perp-A0775,det-A0764,2005
perp-A0769,perp-A0774,det-A0764,2005
perp-A0769,perp-A0771,det-A0764,2005
perp-A0769,perp-A0770,det-A0764,2005
perp-A0769,perp-A0775,det-A0764,2006
perp-A0769,perp-A0774,det-A0764,2006
perp-A0769,perp-A0771,det-A0764,2006
perp-A0769,perp-A0770,det-A0764,2006
perp-A0769,perp-A0775,det-A0764,2007
perp-A0769,perp-A0774,det-A0764,2007
perp-A0769,perp-A0771,det-A0764,2007
perp-A0769,perp-A0770,det-A0764,2007
perp-A0769,perp-A0775,det-A0764,2008
perp-A0769,perp-A0774,det-A0764,2008
perp-A0769,perp-A0771,det-A0764,2008
perp-A0769,perp-A0770,det-A0764,2008
perp-A0769,perp-A0775,det-A0764,2009
perp-A0769,perp-A0774,det-A0764,2009
perp-A0769,perp-A0771,det-A0764,2009
perp-A0769,perp-A0770,det-A0764,2009
perp-A0769,perp-A0775,det-A0764,2010
perp-A0769,perp-A0774,det-A0764,2010
perp-A0769,perp-A0771,det-A0764,2010
perp-A0769,perp-A0770,det-A0764,2010
perp-A0768,perp-A0775,det-A0764,2004
perp-A0768,perp-A0774,det-A0764,2004
perp-A0768,perp-A0771,det-A0764,2004
perp-A0768,perp-A0770,det-A0764,2004
perp-A0768,perp-A0769,det-A0764,2004
perp-A0768,perp-A0775,det-A0764,2005
perp-A0768,perp-A0774,det-A0764,2005
perp-A0768,perp-A0771,det-A0764,2005
perp-A0768,perp-A0770,det-A0764,2005
perp-A0768,perp-A0769,det-A0764,2005
perp-A0768,perp-A0775,det-A0764,2006
perp-A0768,perp-A0774,det-A0764,2006
perp-A0768,perp-A0771,det-A0764,2006
perp-A0768,perp-A0770,det-A0764,2006
perp-A0768,perp-A0769,det-A0764,2006
perp-A0768,perp-A0775,det-A0764,2007
perp-A0768,perp-A0774,det-A0764,2007
perp-A0768,perp-A0771,det-A0764,2007
perp-A0768,perp-A0770,det-A0764,2007
perp-A0768,perp-A0769,det-A0764,2007
perp-A0768,perp-A0775,det-A0764,2008
perp-A0768,perp-A0774,det-A0764,2008
perp-A0768,perp-A0771,det-A0764,2008
perp-A0768,perp-A0770,det-A0764,2008
perp-A0768,perp-A0769,det-A0764,2008
perp-A0768,perp-A0775,det-A0764,2009
perp-A0768,perp-A0774,det-A0764,2009
perp-A0768,perp-A0771,det-A0764,2009
perp-A0768,perp-A0770,det-A0764,2009
perp-A0768,perp-A0769,det-A0764,2009
perp-A0768,perp-A0775,det-A0764,2010
perp-A0768,perp-A0774,det-A0764,2010
perp-A0768,perp-A0771,det-A0764,2010
perp-A0768,perp-A0770,det-A0764,2010
perp-A0768,perp-A0769,det-A0764,2010
perp-A0666,perp-A0667,det-A0656,2003
perp-A0665,perp-A0667,det-A0656,2003
perp-A0665,perp-A0666,det-A0656,2003
perp-A0664,perp-A0667,det-A0656,2003
perp-A0664,perp-A0666,det-A0656,2003
perp-A0664,perp-A0665,det-A0656,2003
perp-A0663,perp-A0667,det-A0656,2003
perp-A0663,perp-A0666,det-A0656,2003
perp-A0663,perp-A0665,det-A0656,2003
perp-A0663,perp-A0664,det-A0656,2003
perp-A0662,perp-A0667,det-A0656,2003
perp-A0662,perp-A0666,det-A0656,2003
perp-A0662,perp-A0665,det-A0656,2003
perp-A0662,perp-A0664,det-A0656,2003
perp-A0662,perp-A0663,det-A0656,2003
perp-A0661,perp-A0667,det-A0656,2003
perp-A0661,perp-A0666,det-A0656,2003
perp-A0661,perp-A0665,det-A0656,2003
perp-A0661,perp-A0664,det-A0656,2003
perp-A0661,perp-A0663,det-A0656,2003
perp-A0661,perp-A0662,det-A0656,2003
perp-A0660,perp-A0667,det-A0656,2003
perp-A0660,perp-A0666,det-A0656,2003
perp-A0660,perp-A0665,det-A0656,2003
perp-A0660,perp-A0664,det-A0656,2003
perp-A0660,perp-A0663,det-A0656,2003
perp-A0660,perp-A0662,det-A0656,2003
perp-A0660,perp-A0661,det-A0656,2003
perp-A0654,perp-A0655,det-A0651,2003
perp-A2207,perp-A2208,det-A0828,2004
perp-A2206,perp-A2208,det-A0828,2004
perp-A2206,perp-A2207,det-A0828,2004
perp-A2205,perp-A2208,det-A0828,2004
perp-A2205,perp-A2207,det-A0828,2004
perp-A2205,perp-A2206,det-A0828,2004
perp-A0831,perp-A2208,det-A0828,2004
perp-A0831,perp-A2207,det-A0828,2004
perp-A0831,perp-A2206,det-A0828,2004
perp-A0831,perp-A2205,det-A0828,2004
perp-A2207,perp-A2208,det-A0824,2004
perp-A2206,perp-A2208,det-A0824,2004
perp-A2206,perp-A2207,det-A0824,2004
perp-A2205,perp-A2208,det-A0824,2004
perp-A2205,perp-A2207,det-A0824,2004
perp-A2205,perp-A2206,det-A0824,2004
perp-A0836,perp-A2208,det-A0824,2004
perp-A0836,perp-A2207,det-A0824,2004
perp-A0836,perp-A2206,det-A0824,2004
perp-A0836,perp-A2205,det-A0824,2004
perp-A0835,perp-A2208,det-A0824,2004
perp-A0835,perp-A2207,det-A0824,2004
perp-A0835,perp-A2206,det-A0824,2004
perp-A0835,perp-A2205,det-A0824,2004
perp-A0835,perp-A0836,det-A0824,2004
perp-A0834,perp-A2208,det-A0824,2004
perp-A0834,perp-A2207,det-A0824,2004
perp-A0834,perp-A2206,det-A0824,2004
perp-A0834,perp-A2205,det-A0824,2004
perp-A0834,perp-A0836,det-A0824,2004
perp-A0834,perp-A0835,det-A0824,2004
perp-A0833,perp-A2208,det-A0824,2004
perp-A0833,perp-A2207,det-A0824,2004
perp-A0833,perp-A2206,det-A0824,2004
perp-A0833,perp-A2205,det-A0824,2004
perp-A0833,perp-A0836,det-A0824,2004
perp-A0833,perp-A0835,det-A0824,2004
perp-A0833,perp-A0834,det-A0824,2004
perp-A0832,perp-A2208,det-A0824,2004
perp-A0832,perp-A2207,det-A0824,2004
perp-A0832,perp-A2206,det-A0824,2004
perp-A0832,perp-A2205,det-A0824,2004
perp-A0832,perp-A0836,det-A0824,2004
perp-A0832,perp-A0835,det-A0824,2004
perp-A0832,perp-A0834,det-A0824,2004
perp-A0832,perp-A0833,det-A0824,2004
perp-A0830,perp-A2208,det-A0824,2004
perp-A0830,perp-A2207,det-A0824,2004
perp-A0830,perp-A2206,det-A0824,2004
perp-A0830,perp-A2205,det-A0824,2004
perp-A0830,perp-A0836,det-A0824,2004
perp-A0830,perp-A0835,det-A0824,2004
perp-A0830,perp-A0834,det-A0824,2004
perp-A0830,perp-A0833,det-A0824,2004
perp-A0830,perp-A0832,det-A0824,2004
perp-A0830,perp-A0831,det-A0824,2004
perp-A0831,perp-A2208,det-A0824,2004
perp-A0831,perp-A2207,det-A0824,2004
perp-A0831,perp-A2206,det-A0824,2004
perp-A0831,perp-A2205,det-A0824,2004
perp-A0831,perp-A0836,det-A0824,2004
perp-A0831,perp-A0835,det-A0824,2004
perp-A0831,perp-A0834,det-A0824,2004
perp-A0831,perp-A0833,det-A0824,2004
perp-A0831,perp-A0832,det-A0824,2004
perp-A0630,perp-A0631,det-A0627,2004
perp-A0629,perp-A0631,det-A0627,2004
perp-A0629,perp-A0630,det-A0627,2004
perp-A0628,perp-A0631,det-A0627,2004
perp-A0628,perp-A0630,det-A0627,2004
perp-A0628,perp-A0629,det-A0627,2004
perp-A0762,perp-A0763,det-A0755,2012
perp-A0761,perp-A0763,det-A0755,2012
perp-A0761,perp-A0762,det-A0755,2012
perp-A0760,perp-A0763,det-A0755,2012
perp-A0760,perp-A0762,det-A0755,2012
perp-A0760,perp-A0761,det-A0755,2012
perp-A0759,perp-A0763,det-A0755,2012
perp-A0759,perp-A0762,det-A0755,2012
perp-A0759,perp-A0761,det-A0755,2012
perp-A0759,perp-A0760,det-A0755,2012
perp-A0599,perp-A0600,det-A0592,2005
perp-A0598,perp-A0600,det-A0592,2005
perp-A0598,perp-A0599,det-A0592,2005
perp-A0597,perp-A0600,det-A0592,2005
perp-A0597,perp-A0599,det-A0592,2005
perp-A0597,perp-A0598,det-A0592,2005
perp-A0596,perp-A0600,det-A0592,2005
perp-A0596,perp-A0599,det-A0592,2005
perp-A0596,perp-A0598,det-A0592,2005
perp-A0596,perp-A0597,det-A0592,2005
perp-A0595,perp-A0600,det-A0592,2005
perp-A0595,perp-A0599,det-A0592,2005
perp-A0595,perp-A0598,det-A0592,2005
perp-A0595,perp-A0597,det-A0592,2005
perp-A0595,perp-A0596,det-A0592,2005
perp-A0594,perp-A0600,det-A0592,2005
perp-A0594,perp-A0599,det-A0592,2005
perp-A0594,perp-A0598,det-A0592,2005
perp-A0594,perp-A0597,det-A0592,2005
perp-A0594,perp-A0596,det-A0592,2005
perp-A0594,perp-A0595,det-A0592,2005
perp-A0589,perp-A0590,det-A0584,1999
perp-A0588,perp-A0590,det-A0584,1999
perp-A0588,perp-A0589,det-A0584,1999
perp-A0803,perp-A0804,det-A0797,2001
perp-A0803,perp-A0804,det-A0797,2002
perp-A0391,perp-A0861,det-A0813,2006
perp-A0391,perp-A0823,det-A0813,2006
perp-A0391,perp-A0816,det-A0813,2006
perp-A0391,perp-A0815,det-A0813,2006
perp-A0391,perp-A0822,det-A0813,2006
perp-A0391,perp-A0817,det-A0813,2006
perp-A0391,perp-A0861,det-A0813,2007
perp-A0391,perp-A0823,det-A0813,2007
perp-A0391,perp-A0816,det-A0813,2007
perp-A0391,perp-A0815,det-A0813,2007
perp-A0391,perp-A0822,det-A0813,2007
perp-A0391,perp-A0817,det-A0813,2007
perp-A0823,perp-A0861,det-A0813,2006
perp-A0823,perp-A0861,det-A0813,2007
perp-A0816,perp-A0861,det-A0813,2006
perp-A0816,perp-A0823,det-A0813,2006
perp-A0816,perp-A0822,det-A0813,2006
perp-A0816,perp-A0817,det-A0813,2006
perp-A0816,perp-A0861,det-A0813,2007
perp-A0816,perp-A0823,det-A0813,2007
perp-A0816,perp-A0822,det-A0813,2007
perp-A0816,perp-A0817,det-A0813,2007
perp-A0815,perp-A0861,det-A0813,2006
perp-A0815,perp-A0823,det-A0813,2006
perp-A0815,perp-A0816,det-A0813,2006
perp-A0815,perp-A0822,det-A0813,2006
perp-A0815,perp-A0817,det-A0813,2006
perp-A0815,perp-A0861,det-A0813,2007
perp-A0815,perp-A0823,det-A0813,2007
perp-A0815,perp-A0816,det-A0813,2007
perp-A0815,perp-A0822,det-A0813,2007
perp-A0815,perp-A0817,det-A0813,2007
perp-A0822,perp-A0861,det-A0813,2006
perp-A0822,perp-A0823,det-A0813,2006
perp-A0822,perp-A0861,det-A0813,2007
perp-A0822,perp-A0823,det-A0813,2007
perp-A0817,perp-A0861,det-A0813,2006
perp-A0817,perp-A0823,det-A0813,2006
perp-A0817,perp-A0822,det-A0813,2006
perp-A0817,perp-A0861,det-A0813,2007
perp-A0817,perp-A0823,det-A0813,2007
perp-A0817,perp-A0822,det-A0813,2007
perp-A0569,perp-A0570,det-A0561,2006
perp-A0568,perp-A0570,det-A0561,2006
perp-A0568,perp-A0569,det-A0561,2006
perp-A0567,perp-A0570,det-A0561,2006
perp-A0567,perp-A0569,det-A0561,2006
perp-A0567,perp-A0568,det-A0561,2006
perp-A0566,perp-A0570,det-A0561,2006
perp-A0566,perp-A0569,det-A0561,2006
perp-A0566,perp-A0568,det-A0561,2006
perp-A0566,perp-A0567,det-A0561,2006
perp-A0548,perp-A0549,det-A0539,2001
perp-A0548,perp-A0549,det-A0539,2002
perp-A0548,perp-A0549,det-A0539,2003
perp-A0547,perp-A0549,det-A0539,2001
perp-A0547,perp-A0548,det-A0539,2001
perp-A0547,perp-A0549,det-A0539,2002
perp-A0547,perp-A0548,det-A0539,2002
perp-A0547,perp-A0549,det-A0539,2003
perp-A0547,perp-A0548,det-A0539,2003
perp-A0546,perp-A0549,det-A0539,2001
perp-A0546,perp-A0548,det-A0539,2001
perp-A0546,perp-A0547,det-A0539,2001
perp-A0546,perp-A0549,det-A0539,2002
perp-A0546,perp-A0548,det-A0539,2002
perp-A0546,perp-A0547,det-A0539,2002
perp-A0546,perp-A0549,det-A0539,2003
perp-A0546,perp-A0548,det-A0539,2003
perp-A0546,perp-A0547,det-A0539,2003
perp-A0545,perp-A0549,det-A0539,2001
perp-A0545,perp-A0548,det-A0539,2001
perp-A0545,perp-A0547,det-A0539,2001
perp-A0545,perp-A0546,det-A0539,2001
perp-A0545,perp-A0549,det-A0539,2002
perp-A0545,perp-A0548,det-A0539,2002
perp-A0545,perp-A0547,det-A0539,2002
perp-A0545,perp-A0546,det-A0539,2002
perp-A0545,perp-A0549,det-A0539,2003
perp-A0545,perp-A0548,det-A0539,2003
perp-A0545,perp-A0547,det-A0539,2003
perp-A0545,perp-A0546,det-A0539,2003
perp-A1425,perp-A1558,det-A0784,2005
perp-A1425,perp-A1429,det-A0784,2005
perp-A1425,perp-A1430,det-A0784,2005
perp-A1425,perp-A1428,det-A0784,2005
perp-A1424,perp-A1558,det-A0784,2005
perp-A1424,perp-A1425,det-A0784,2005
perp-A1424,perp-A1429,det-A0784,2005
perp-A1424,perp-A1430,det-A0784,2005
perp-A1424,perp-A1428,det-A0784,2005
perp-A1429,perp-A1558,det-A0784,2005
perp-A1429,perp-A1430,det-A0784,2005
perp-A1430,perp-A1558,det-A0784,2005
perp-A0723,perp-A1558,det-A0784,2005
perp-A0723,perp-A1425,det-A0784,2005
perp-A0723,perp-A1424,det-A0784,2005
perp-A0723,perp-A1429,det-A0784,2005
perp-A0723,perp-A1430,det-A0784,2005
perp-A0723,perp-A1428,det-A0784,2005
perp-A0723,perp-A1412,det-A0784,2005
perp-A0723,perp-A1408,det-A0784,2005
perp-A0723,perp-A1407,det-A0784,2005
perp-A0723,perp-A0796,det-A0784,2005
perp-A0723,perp-A0794,det-A0784,2005
perp-A0723,perp-A0793,det-A0784,2005
perp-A0723,perp-A0792,det-A0784,2005
perp-A1428,perp-A1558,det-A0784,2005
perp-A1428,perp-A1429,det-A0784,2005
perp-A1428,perp-A1430,det-A0784,2005
perp-A1412,perp-A1558,det-A0784,2005
perp-A1412,perp-A1425,det-A0784,2005
perp-A1412,perp-A1424,det-A0784,2005
perp-A1412,perp-A1429,det-A0784,2005
perp-A1412,perp-A1430,det-A0784,2005
perp-A1412,perp-A1428,det-A0784,2005
perp-A0691,perp-A1558,det-A0784,2005
perp-A0691,perp-A1425,det-A0784,2005
perp-A0691,perp-A1424,det-A0784,2005
perp-A0691,perp-A1429,det-A0784,2005
perp-A0691,perp-A1430,det-A0784,2005
perp-A0691,perp-A0723,det-A0784,2005
perp-A0691,perp-A1428,det-A0784,2005
perp-A0691,perp-A1412,det-A0784,2005
perp-A0691,perp-A1408,det-A0784,2005
perp-A0691,perp-A1407,det-A0784,2005
perp-A0691,perp-A0796,det-A0784,2005
perp-A0691,perp-A0794,det-A0784,2005
perp-A0691,perp-A0793,det-A0784,2005
perp-A0691,perp-A0792,det-A0784,2005
perp-A0637,perp-A1558,det-A0784,2005
perp-A0637,perp-A1425,det-A0784,2005
perp-A0637,perp-A1424,det-A0784,2005
perp-A0637,perp-A1429,det-A0784,2005
perp-A0637,perp-A1430,det-A0784,2005
perp-A0637,perp-A0723,det-A0784,2005
perp-A0637,perp-A1428,det-A0784,2005
perp-A0637,perp-A1412,det-A0784,2005
perp-A0637,perp-A0691,det-A0784,2005
perp-A0637,perp-A1408,det-A0784,2005
perp-A0637,perp-A1407,det-A0784,2005
perp-A0637,perp-A0796,det-A0784,2005
perp-A0637,perp-A0794,det-A0784,2005
perp-A0637,perp-A0793,det-A0784,2005
perp-A0637,perp-A0792,det-A0784,2005
perp-A1408,perp-A1558,det-A0784,2005
perp-A1408,perp-A1425,det-A0784,2005
perp-A1408,perp-A1424,det-A0784,2005
perp-A1408,perp-A1429,det-A0784,2005
perp-A1408,perp-A1430,det-A0784,2005
perp-A1408,perp-A1428,det-A0784,2005
perp-A1408,perp-A1412,det-A0784,2005
perp-A1407,perp-A1558,det-A0784,2005
perp-A1407,perp-A1425,det-A0784,2005
perp-A1407,perp-A1424,det-A0784,2005
perp-A1407,perp-A1429,det-A0784,2005
perp-A1407,perp-A1430,det-A0784,2005
perp-A1407,perp-A1428,det-A0784,2005
perp-A1407,perp-A1412,det-A0784,2005
perp-A1407,perp-A1408,det-A0784,2005
perp-A0796,perp-A1558,det-A0784,2005
perp-A0796,perp-A1425,det-A0784,2005
perp-A0796,perp-A1424,det-A0784,2005
perp-A0796,perp-A1429,det-A0784,2005
perp-A0796,perp-A1430,det-A0784,2005
perp-A0796,perp-A1428,det-A0784,2005
perp-A0796,perp-A1412,det-A0784,2005
perp-A0796,perp-A1408,det-A0784,2005
perp-A0796,perp-A1407,det-A0784,2005
perp-A0794,perp-A1558,det-A0784,2005
perp-A0794,perp-A1425,det-A0784,2005
perp-A0794,perp-A1424,det-A0784,2005
perp-A0794,perp-A1429,det-A0784,2005
perp-A0794,perp-A1430,det-A0784,2005
perp-A0794,perp-A1428,det-A0784,2005
perp-A0794,perp-A1412,det-A0784,2005
perp-A0794,perp-A1408,det-A0784,2005
perp-A0794,perp-A1407,det-A0784,2005
perp-A0794,perp-A0796,det-A0784,2005
perp-A0793,perp-A1558,det-A0784,2005
perp-A0793,perp-A1425,det-A0784,2005
perp-A0793,perp-A1424,det-A0784,2005
perp-A0793,perp-A1429,det-A0784,2005
perp-A0793,perp-A1430,det-A0784,2005
perp-A0793,perp-A1428,det-A0784,2005
perp-A0793,perp-A1412,det-A0784,2005
perp-A0793,perp-A1408,det-A0784,2005
perp-A0793,perp-A1407,det-A0784,2005
perp-A0793,perp-A0796,det-A0784,2005
perp-A0793,perp-A0794,det-A0784,2005
perp-A0792,perp-A1558,det-A0784,2005
perp-A0792,perp-A1425,det-A0784,2005
perp-A0792,perp-A1424,det-A0784,2005
perp-A0792,perp-A1429,det-A0784,2005
perp-A0792,perp-A1430,det-A0784,2005
perp-A0792,perp-A1428,det-A0784,2005
perp-A0792,perp-A1412,det-A0784,2005
perp-A0792,perp-A1408,det-A0784,2005
perp-A0792,perp-A1407,det-A0784,2005
perp-A0792,perp-A0796,det-A0784,2005
